age,gender,course,semester,study_hours,sleep_hours,assignment_pressure,exam_pressure,attendance_stress,screen_time_hours,stress_level,anxiety_level,exercise_frequency,socializing_frequency,emotionally_exhausted,lost_motivation,support_level,mentally_drained_frequency,difficulty_concentrating,weekly_journal,burnout_risk
18,Female,BTech,4,3.6,8.3,1,3,1,6.7,3,4,1-2 times/week,Sometimes,No,No,7,Never,No,Studies are going well and I still get time to relax with friends.,Low
21,Male,BSc,1,2.9,9.5,3,4,1,4.6,1,1,Daily,Sometimes,No,No,7,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
22,Prefer not to say,BCA,8,2.3,8.3,1,3,4,6.0,1,4,Daily,Rarely,No,Sometimes,9,Never,No,"Had a good week overall, classes were interesting and I slept well.",Low
19,Male,BSc,7,2.0,9.3,3,1,2,6.8,1,4,3-5 times/week,Never,No,No,8,Sometimes,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Prefer not to say,BTech,5,2.2,8.3,4,2,1,7.2,4,3,3-5 times/week,Never,No,Sometimes,8,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
19,Prefer not to say,BTech,2,2.3,9.0,3,3,3,4.0,2,4,3-5 times/week,Sometimes,Sometimes,Sometimes,8,Rarely,No,"Had a good week overall, classes were interesting and I slept well.",Low
21,Female,BTech,8,4.4,8.6,3,4,1,6.0,3,2,Never,Often,No,No,6,Often,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
18,Male,BSc,2,4.0,7.7,2,3,1,8.3,2,3,Daily,Sometimes,No,No,9,Sometimes,No,Had some free time this week and spent it reading and relaxing.,Low
19,Male,BCA,6,1.2,8.8,2,1,3,5.4,2,2,Daily,Often,No,No,10,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
24,Female,BSc,1,4.3,8.5,4,3,3,8.3,3,2,1-2 times/week,Often,No,No,8,Rarely,No,Studies are going well and I still get time to relax with friends.,Low
18,Male,BSc,1,4.6,9.4,1,3,2,4.4,3,2,Daily,Sometimes,Sometimes,No,6,Rarely,No,Studies are going well and I still get time to relax with friends.,Low
20,Male,BCom,1,1.8,8.9,4,1,3,6.7,2,3,3-5 times/week,Sometimes,No,No,6,Rarely,No,Had some free time this week and spent it reading and relaxing.,Low
22,Male,BTech,1,2.2,8.2,1,2,1,6.6,4,4,3-5 times/week,Often,No,No,8,Never,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
22,Male,BSc,8,3.2,7.3,1,4,1,8.2,4,1,1-2 times/week,Often,No,No,6,Rarely,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
19,Female,BCom,8,2.4,7.4,3,2,3,7.6,1,4,3-5 times/week,Rarely,No,Sometimes,9,Never,Sometimes,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
18,Male,BSc,4,1.3,8.9,3,1,2,3.3,3,2,Daily,Sometimes,Sometimes,No,9,Often,Sometimes,Had some free time this week and spent it reading and relaxing.,Low
18,Male,BTech,1,2.5,7.4,4,1,2,4.2,1,2,1-2 times/week,Sometimes,No,Yes,10,Sometimes,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
24,Male,BTech,2,2.1,7.2,2,1,4,3.3,4,2,1-2 times/week,Sometimes,No,No,10,Sometimes,Sometimes,"Had a good week overall, classes were interesting and I slept well.",Low
21,Male,BTech,5,3.5,8.4,1,1,3,4.4,2,1,Never,Often,Sometimes,No,6,Rarely,Yes,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Male,BTech,3,4.0,8.6,1,1,3,3.9,4,2,3-5 times/week,Sometimes,No,No,10,Often,Sometimes,Studies are going well and I still get time to relax with friends.,Low
22,Male,BTech,6,1.8,6.7,4,4,1,6.3,3,2,3-5 times/week,Sometimes,No,No,6,Rarely,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
20,Female,BCom,4,1.3,8.3,1,2,1,8.2,1,1,3-5 times/week,Sometimes,No,No,10,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
21,Male,BCom,2,1.4,8.4,1,3,1,7.5,3,4,Never,Never,No,Yes,10,Never,Sometimes,Studies are going well and I still get time to relax with friends.,Low
19,Female,BSc,6,1.8,8.1,1,1,1,6.7,1,3,Daily,Rarely,No,No,6,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
19,Male,BTech,2,1.8,9.1,4,4,4,7.6,2,4,Daily,Sometimes,No,Yes,8,Sometimes,Yes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
21,Prefer not to say,BTech,4,5.0,8.9,1,4,2,7.5,1,1,Daily,Sometimes,No,No,9,Sometimes,No,Studies are going well and I still get time to relax with friends.,Low
20,Prefer not to say,BCA,2,1.3,7.1,3,4,2,4.9,3,3,Never,Often,No,No,8,Rarely,No,Not much stress this week. Managed to complete assignments early.,Low
24,Male,BCom,7,4.3,8.2,1,2,1,6.7,4,2,Daily,Often,No,No,8,Often,No,Studies are going well and I still get time to relax with friends.,Low
21,Female,BCom,7,1.5,8.2,1,1,1,5.0,4,2,Daily,Never,Sometimes,No,8,Never,No,Had some free time this week and spent it reading and relaxing.,Low
21,Male,BSc,6,4.6,7.2,3,4,4,8.3,2,1,Daily,Sometimes,No,No,10,Never,Sometimes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
23,Male,BSc,6,4.9,7.7,1,4,3,8.8,4,4,1-2 times/week,Often,No,No,7,Often,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
18,Male,BTech,7,4.1,8.2,4,4,3,6.7,3,2,3-5 times/week,Often,No,No,7,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
22,Male,BTech,4,2.1,8.2,4,4,2,4.5,4,2,3-5 times/week,Never,No,No,9,Rarely,No,Had some free time this week and spent it reading and relaxing.,Low
23,Female,BTech,1,3.7,9.2,1,1,1,3.3,1,2,Daily,Often,No,Sometimes,9,Always,Sometimes,"Had a good week overall, classes were interesting and I slept well.",Low
19,Male,BSc,5,3.2,7.2,3,4,4,5.0,3,3,1-2 times/week,Often,No,No,10,Rarely,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
20,Prefer not to say,BTech,3,4.3,7.0,3,4,1,5.0,4,2,1-2 times/week,Rarely,No,No,9,Sometimes,No,Had some free time this week and spent it reading and relaxing.,Low
20,Male,BTech,6,2.5,7.0,3,1,1,3.3,4,3,3-5 times/week,Rarely,Sometimes,Sometimes,6,Never,No,"Had a good week overall, classes were interesting and I slept well.",Low
21,Female,BSc,2,4.1,9.4,1,3,4,8.3,2,2,1-2 times/week,Sometimes,No,Sometimes,7,Never,No,Not much stress this week. Managed to complete assignments early.,Low
23,Female,BSc,3,4.2,7.9,2,4,1,7.8,2,2,Daily,Often,Sometimes,No,10,Sometimes,Sometimes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
19,Female,BSc,6,3.5,7.7,3,1,4,8.3,3,2,1-2 times/week,Often,No,No,9,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
18,Female,BTech,1,2.0,8.3,4,2,1,4.2,4,1,Daily,Sometimes,No,No,10,Often,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
19,Female,BCom,8,4.1,7.6,4,2,3,7.4,4,4,3-5 times/week,Sometimes,No,No,9,Never,Yes,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
23,Female,BCA,4,3.1,9.4,4,2,3,4.6,3,2,Daily,Often,Yes,No,7,Never,No,Not much stress this week. Managed to complete assignments early.,Low
22,Male,BCA,2,4.8,7.1,1,2,3,3.9,1,1,3-5 times/week,Often,Sometimes,No,10,Rarely,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Male,BSc,3,3.4,6.9,2,1,2,4.0,1,4,3-5 times/week,Sometimes,No,Yes,7,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
19,Prefer not to say,BCA,6,3.0,9.2,4,3,1,4.8,2,3,3-5 times/week,Sometimes,No,No,9,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
21,Male,BTech,7,4.6,7.2,1,3,1,5.7,4,1,1-2 times/week,Often,No,Sometimes,10,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
18,Male,BTech,1,2.3,6.9,3,4,4,8.1,4,3,3-5 times/week,Often,Sometimes,Yes,9,Sometimes,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
18,Female,BTech,3,1.2,9.0,1,4,2,5.0,3,3,Daily,Sometimes,No,No,9,Rarely,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
23,Prefer not to say,BCA,4,4.2,6.6,1,4,2,5.3,3,2,1-2 times/week,Sometimes,Sometimes,Sometimes,7,Rarely,No,Had some free time this week and spent it reading and relaxing.,Low
18,Male,BTech,6,3.0,7.6,3,3,2,6.7,2,1,1-2 times/week,Sometimes,No,No,9,Never,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
19,Female,BSc,6,4.7,8.7,2,1,3,3.2,1,3,1-2 times/week,Sometimes,No,No,8,Often,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
22,Female,BSc,3,3.6,8.4,3,2,3,5.4,4,2,3-5 times/week,Sometimes,No,No,9,Rarely,No,Studies are going well and I still get time to relax with friends.,Low
18,Male,BCA,5,4.7,8.7,2,4,4,6.2,2,4,3-5 times/week,Never,No,No,8,Rarely,Sometimes,"Had a good week overall, classes were interesting and I slept well.",Low
20,Prefer not to say,BTech,5,2.3,7.0,2,2,2,4.3,1,2,1-2 times/week,Often,Sometimes,No,7,Never,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
21,Prefer not to say,BSc,4,4.2,8.5,1,4,4,6.6,4,3,Daily,Often,Sometimes,Sometimes,8,Rarely,Sometimes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
20,Male,BTech,8,2.4,8.1,1,4,4,4.5,2,4,1-2 times/week,Sometimes,No,No,6,Rarely,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
22,Female,BCA,4,2.2,7.9,2,1,2,5.9,3,1,3-5 times/week,Sometimes,No,Sometimes,8,Rarely,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
24,Female,BCA,4,1.9,7.0,1,4,1,3.2,3,3,3-5 times/week,Often,No,No,7,Rarely,No,"Had a good week overall, classes were interesting and I slept well.",Low
21,Female,BCA,2,4.6,8.7,2,4,4,6.7,2,2,Daily,Sometimes,No,No,7,Never,Yes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
18,Prefer not to say,BSc,2,1.3,7.7,1,3,3,6.5,3,2,3-5 times/week,Often,No,No,8,Sometimes,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
18,Male,BCom,1,3.1,7.1,3,1,2,8.5,4,2,3-5 times/week,Sometimes,No,No,9,Rarely,No,"Had a good week overall, classes were interesting and I slept well.",Low
20,Female,BTech,8,2.8,7.4,2,3,3,6.8,4,3,1-2 times/week,Often,No,No,9,Rarely,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
20,Prefer not to say,BCom,5,1.8,8.9,2,2,3,8.4,3,4,Daily,Sometimes,No,No,9,Sometimes,No,Studies are going well and I still get time to relax with friends.,Low
22,Male,BCA,7,3.7,8.4,1,2,4,3.9,3,1,3-5 times/week,Often,No,No,6,Never,No,"Had a good week overall, classes were interesting and I slept well.",Low
21,Prefer not to say,BCom,2,4.9,9.4,3,2,3,8.4,4,2,1-2 times/week,Sometimes,No,Sometimes,8,Rarely,Sometimes,Had some free time this week and spent it reading and relaxing.,Low
23,Male,BCA,4,3.3,6.6,1,4,2,3.6,2,1,1-2 times/week,Sometimes,Sometimes,No,7,Rarely,Sometimes,"Had a good week overall, classes were interesting and I slept well.",Low
18,Female,BTech,8,1.3,8.5,1,2,2,7.5,4,1,3-5 times/week,Sometimes,No,No,8,Sometimes,Sometimes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
20,Male,BTech,5,1.3,6.9,2,4,3,6.3,3,3,Never,Sometimes,No,No,6,Rarely,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
18,Male,BCom,7,3.5,8.5,4,2,4,8.3,1,2,Daily,Sometimes,No,No,6,Sometimes,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Male,BSc,7,2.5,9.1,2,2,2,5.3,1,4,Daily,Sometimes,Sometimes,No,9,Never,No,Had some free time this week and spent it reading and relaxing.,Low
19,Male,BTech,4,5.0,8.8,1,3,1,6.2,1,4,Daily,Sometimes,Sometimes,Sometimes,10,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
21,Male,BSc,2,2.4,9.3,4,1,1,5.2,3,3,1-2 times/week,Often,Sometimes,No,8,Never,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
18,Prefer not to say,BTech,3,1.3,9.2,1,4,3,7.9,4,3,1-2 times/week,Often,No,No,9,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
18,Male,BTech,1,1.7,6.6,2,4,4,5.2,2,3,3-5 times/week,Often,Sometimes,No,7,Often,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
21,Female,BCom,2,1.3,8.4,4,4,3,4.6,2,4,3-5 times/week,Often,Sometimes,No,9,Sometimes,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
20,Female,BSc,6,3.5,8.3,3,1,3,7.8,4,2,Daily,Rarely,No,Sometimes,8,Never,No,Not much stress this week. Managed to complete assignments early.,Low
19,Female,BSc,6,2.1,9.2,1,1,3,8.3,4,2,Never,Rarely,No,No,7,Rarely,No,"Had a good week overall, classes were interesting and I slept well.",Low
23,Female,BSc,6,1.0,6.6,4,3,2,5.3,1,2,3-5 times/week,Often,No,No,9,Rarely,No,"Had a good week overall, classes were interesting and I slept well.",Low
21,Prefer not to say,BCA,5,2.9,6.6,2,1,4,6.6,1,4,3-5 times/week,Rarely,No,No,6,Sometimes,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
21,Male,BCA,5,3.4,8.0,3,2,3,7.6,2,4,3-5 times/week,Rarely,Sometimes,Sometimes,9,Rarely,Sometimes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
18,Male,BCA,2,3.9,6.7,4,4,1,5.6,4,4,Daily,Never,No,No,9,Never,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
22,Female,BSc,4,1.6,7.6,4,1,4,5.6,2,1,Daily,Often,No,No,6,Never,No,Not much stress this week. Managed to complete assignments early.,Low
20,Female,BSc,1,1.9,7.5,2,4,1,3.2,1,3,1-2 times/week,Sometimes,No,No,8,Never,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
19,Male,BCA,3,3.6,7.7,2,2,3,4.7,3,3,1-2 times/week,Often,Sometimes,No,9,Rarely,No,"Had a good week overall, classes were interesting and I slept well.",Low
19,Female,BSc,6,2.5,7.1,1,1,4,6.4,1,2,Daily,Often,No,No,9,Rarely,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
19,Female,BTech,6,4.8,8.2,4,3,3,6.7,3,3,1-2 times/week,Often,No,No,6,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
19,Prefer not to say,BSc,3,2.7,9.4,3,2,2,3.0,1,2,3-5 times/week,Sometimes,No,No,7,Never,No,Had some free time this week and spent it reading and relaxing.,Low
19,Male,BCom,1,5.0,6.5,3,4,4,3.4,1,3,1-2 times/week,Sometimes,Sometimes,No,7,Never,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
24,Female,BSc,1,3.1,7.9,4,4,2,3.7,2,3,1-2 times/week,Never,No,Sometimes,7,Never,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
20,Male,BTech,7,4.4,7.0,1,3,2,6.4,3,3,3-5 times/week,Rarely,No,No,8,Sometimes,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
18,Female,BTech,6,1.9,8.0,2,2,3,7.2,4,3,Daily,Sometimes,No,Sometimes,7,Sometimes,Sometimes,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
20,Female,BCA,7,2.6,8.8,3,2,3,7.8,3,3,Never,Sometimes,No,Sometimes,8,Sometimes,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
21,Male,BCom,1,2.5,7.6,4,2,3,4.6,4,2,3-5 times/week,Sometimes,No,No,7,Rarely,Sometimes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
19,Male,BCA,7,4.3,8.3,1,1,2,5.9,4,3,3-5 times/week,Sometimes,Sometimes,Sometimes,7,Never,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
22,Female,BCA,1,3.3,6.9,2,3,1,5.3,3,3,3-5 times/week,Never,No,No,6,Never,No,Studies are going well and I still get time to relax with friends.,Low
18,Female,BSc,8,1.9,7.3,2,3,1,4.6,2,1,Never,Often,No,No,6,Rarely,No,"Had a good week overall, classes were interesting and I slept well.",Low
19,Female,BSc,2,3.6,7.0,1,1,4,8.3,1,4,3-5 times/week,Often,Yes,No,6,Often,Sometimes,Had some free time this week and spent it reading and relaxing.,Low
24,Prefer not to say,BSc,2,3.9,7.2,2,1,3,3.0,3,2,1-2 times/week,Often,No,No,7,Never,No,Not much stress this week. Managed to complete assignments early.,Low
21,Male,BSc,2,1.8,8.7,4,1,3,8.2,1,4,Daily,Sometimes,No,No,8,Never,Sometimes,Had some free time this week and spent it reading and relaxing.,Low
21,Prefer not to say,BCA,3,4.1,8.5,1,2,3,8.3,4,2,3-5 times/week,Sometimes,No,No,6,Never,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
22,Male,BCom,6,1.1,6.9,1,1,4,3.4,3,3,3-5 times/week,Sometimes,No,No,9,Rarely,No,Not much stress this week. Managed to complete assignments early.,Low
20,Male,BCom,8,4.3,7.9,3,4,4,3.6,4,4,3-5 times/week,Sometimes,No,No,10,Rarely,No,Not much stress this week. Managed to complete assignments early.,Low
19,Male,BCom,2,1.6,7.2,4,1,4,3.8,3,4,3-5 times/week,Often,No,No,10,Never,No,Had some free time this week and spent it reading and relaxing.,Low
19,Female,BTech,2,4.6,8.6,1,2,3,6.7,3,4,3-5 times/week,Sometimes,No,No,6,Sometimes,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
23,Female,BCA,8,4.5,9.0,4,2,1,6.7,2,2,3-5 times/week,Often,Sometimes,No,10,Never,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
20,Prefer not to say,BSc,1,1.6,7.7,2,2,2,5.5,2,3,1-2 times/week,Sometimes,No,No,10,Often,No,Had some free time this week and spent it reading and relaxing.,Low
20,Female,BCA,7,4.4,9.3,1,1,4,6.6,4,4,3-5 times/week,Rarely,No,No,10,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
20,Male,BTech,7,2.8,6.5,3,2,1,3.9,4,2,Daily,Often,No,No,8,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
24,Female,BCom,1,3.4,6.9,2,4,2,3.2,2,2,Never,Often,No,No,6,Sometimes,No,Studies are going well and I still get time to relax with friends.,Low
23,Prefer not to say,BTech,1,3.6,7.3,1,4,1,6.0,1,3,Daily,Never,No,No,9,Sometimes,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
18,Male,BCA,7,4.9,8.2,3,3,1,5.2,1,1,3-5 times/week,Often,No,No,8,Often,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
24,Female,BCom,7,2.1,8.6,4,2,3,6.8,1,4,3-5 times/week,Sometimes,No,No,7,Rarely,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Female,BTech,5,4.8,9.1,3,4,4,3.1,2,3,Daily,Sometimes,No,Sometimes,6,Never,No,"Had a good week overall, classes were interesting and I slept well.",Low
